ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,EQUIP_INFO_ADJUST_MAX,Adjust Count,Locked
26564052,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,44.0002%,-,-,-,-,-,-,-,-,10000,10,,5,Locked
26585743,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,202489392,P10C,-6,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,14,Locked
26587673,187,Sp. Eq (Exclusive),★★★★★,Antique Kaleidoscope,-,-,-,5,10,-,-,25%,-,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
26603353,183,Sp. Eq (Exclusive),★★★★★,Duelling Cards,-,-,-,-,-,-3.0000,-,-,45%,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
26610558,135,Sp. Eq (Exclusive),★★★★★,SP6 Subsonic Ammo,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,5,Locked
26621847,184,Sp. Eq (Exclusive),★★★★★,Fairy Tale Picture Books,-,-,15,-,20,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
26639180,186,Sp. Eq (Exclusive),★★★★★,Bayonet,-,-,10,-,-,-,-,15%,15%,-,-,-,-,-,-,-,651,1,MAX,26,Locked
26644287,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,176807925,S-ACR,16.7254,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
26676221,185,Sp. Eq (Exclusive),★★★★★,Spectacles,-,-,3.5736,3,-,-,-,22.0005%,-,-,-,-,-,-,-,-,1,0,,5,Locked
26694282,188,Sp. Eq (Exclusive),★★★★★,Meteorite,-,-,5,3,-,-,-,25%,-,-,-,-,-,-,-,-,1,0,MAX,15,Locked
26711990,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.1142%,-,1,0,,0,Locked
26751697,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,209756401,SCAR-L,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,8,Locked
26786156,189,Sp. Eq (Exclusive),★★★★★,Wristwatch,-,-,5,3,-,-,-,25%,-,-,-,-,-,-,-,-,1,0,MAX,8,Locked
26911283,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.9218%,-,1,0,,0,Locked
26976096,4,Optical (Acc),★★★★★,VFL 6-24X56,202489261,MSBS,-,-,-,-,-,48%,-,-,-,-,-,-,-,-,10000,10,MAX,7,Locked
26976150,95,HP (Ammo),★★★★★,16Lab Hollow-Point,-,-,15.0000,-,-,-,-,-,-,-7.0000,-,-,-,-,-,-,10000,10,MAX,0,Locked
26999908,110,HV (Ammo),★★★★★,16Lab High-Velocity Ammo,121904444,EM-2 Mod,20.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,0,Locked
27039347,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.5674%,-,0,0,,0,Locked
27039348,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,167.3955,-,-,-,-,-,-,10000,10,,0,Locked
27070592,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.1425%,-,0,0,,0,Locked
27184707,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,174.0,-,-,-,-,-,-,10000,10,,5,Locked
27205105,44,Plate (Body),★★★★★,Type 3 Armor Plate,209606030,Stevens M520,-,-,-3,-,-,-,-,-,11,-,-,-,-,-,10000,10,,1,Locked
27280031,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,211882841,SCAR-L,20,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,7,Locked
27298022,80,Slug (Shell),★★★★★,SABOT Slug,-,-,-,9.9084,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
27314327,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.8572,-,-,12.3246%,-,-,-,-,-,-,-,-,0,0,,0,Locked
27384077,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,8.6173,-,-,-,-,-,12.6530%,-,-,-,-,-,-,-,1,0,,0,Locked
27419763,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,174258457,F1 Mod,-6,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,16,Locked
27434666,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.5423%,-,1,0,,0,Locked
27456601,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.9056,-,-,13.1298%,-,-,-,-,-,-,-,-,0,0,,0,Locked
27494607,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,2,Locked
27642411,164,Sp. Eq (Exclusive),★★★★★,M9 BC2 Grips,-,-,-,3.0000,12,-,-,15%,-,-,-,-,-,-,-,-,1,0,MAX,16,Locked
27642507,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,-,1,0,MAX,0,Locked
27642508,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,MAX,0,Locked
27802026,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-6,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
27814686,160,Sp. Eq (Exclusive),★★★★★,No32 MKI,64298994,Lee Enfield Mod,-,-,-,-,4.0000,48.0000%,-,-,-,-,-,-,-,-,30000,10,MAX,0,Locked
27871864,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,7.1530,-,-,12.3096%,-,-,-,-,-,-,-,-,0,0,,0,Locked
27915379,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,5,10000,10,MAX,6,Locked
27960067,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,5,10000,10,MAX,6,Locked
27985943,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,42.0010%,-,-,-,-,-,-,-,-,10000,10,,6,Locked
27999516,169,Sp. Eq (Exclusive),★★★★★,Am RFB Quad Rail,-,-,-,-,-,-,-,21.0005%,9.00%,-,-,-,-,-,-,-,1,0,,3,Locked
28024480,168,Sp. Eq (Exclusive),★★★★★,Folding Stock,-,-,-,-,12,-,-,14.0001%,-,-,-,-,-,-,-,-,1,0,,2,Locked
28024530,4,Optical (Acc),★★★★★,VFL 6-24X56,212425504,MAG-7,-,-,-,-,-,48%,-,-,-,-,-,-,-,-,10000,10,MAX,14,Locked
28063961,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.536,-,-,12.8214%,-,-,-,-,-,-,-,-,0,0,,0,Locked
28344054,163,Sp. Eq (Exclusive),★★★★★,MAX10 Upper Receiver,-,-,-,-,12,-,-4,20%,-,-,-,-,-,-,-,-,1,0,MAX,16,Locked
28381602,90,Cape (Body),★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3.0000,-,-,25%,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
28389762,178,Sp. Eq (Exclusive),★★★★★,12.7mm 1SL,124660697,KSVK Mod,10,-,-,-,-,-,-,180,-,-,-,-,-,-,30000,10,MAX,16,Locked
28405409,90,Cape (Body),★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3.0000,-,-,25%,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
28415117,16,PEQ (Acc),★★★★★,PEQ-16A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.8684%,-,0,0,,0,Locked
28477295,201,Sp. Eq (Exclusive),★★★★★,Go-Bag "V",-,-,-6.0000,-,35.0000,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,0,Locked
28496110,204,Sp. Eq (Exclusive),★★★★★,416's Go-Bag,-,-,-,-,20.000,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,0,Locked
28531348,199,Sp. Eq (Exclusive),★★★★★,Osprey 45 Silencer,-,-,-,-,8.0000,-,-,15.0000%,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
28531440,202,Sp. Eq (Exclusive),★★★★★,ACOG (4X),-,-,-,-,-,-,-,48.000%,-,-,-,-,-,-,-,-,10000,10,MAX,0,Locked
28531501,203,Sp. Eq (Exclusive),★★★★★,556 High-Velocity Ammo (Explosive),-,-,20.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,0,Locked
28570928,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,44.0002%,-,-,-,-,-,-,-,-,10000,10,,5,Locked
28584918,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,172751197,AUG Para,8.59,-,-,-,-,-,-,-8.7904,-,-,-,-,-,-,0,0,,0,Locked
28585362,200,Sp. Eq (Exclusive),★★★★★,.45 Hollow Point Ammo (Incendiary),-,-,15.0000,-,-,-,-,-,-,-7.0000,-,-,-,-,-,-,10000,10,MAX,0,Locked
28668614,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.506,-,-,13.8888%,-,-,-,-,-,-,-,-,0,0,,0,Locked
28670543,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,114698325,ADS,15.6348,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
28864888,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.3302,-,-,-,-,-,-,-9.0448,-,-,-,-,-,-,0,0,,0,Locked
28916477,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.0096,-,-,13.2207%,-,-,-,-,-,-,-,-,1,0,,0,Locked
28958610,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.287,-,-,-,-,-,-,-8.6038,-,-,-,-,-,-,1,0,,0,Locked
28988154,159,Sp. Eq (Exclusive),★★★★★,Tactical Headwear,47598357,416 Mod,25,-,20,-,-,-,10%,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
29055820,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,14.2586,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
29069471,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.4304,-,-,-,-,-,-,-8.1331,-,-,-,-,-,-,0,0,,0,Locked
29080400,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,113609431,Px4 Storm Mod,15,-,-,-,-,-,-,-7,-,-,-,-,-,-,10000,10,MAX,16,Locked
29085261,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,171.0060,-,-,-,-,-,-,10000,10,,0,Locked
29312687,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.0617,-,-,-,-,-,-,-9.4786,-,-,-,-,-,-,0,0,,0,Locked
29341110,175,Sp. Eq (Exclusive),★★★★★,BPR4 & SRM6,-,-,3,-,7.0,-,-,22.0001%,-,-,-,-,-,-,-,-,1,0,,3,Locked
29477891,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,8.5111,-,-,-,-,-,-,-8.6947,-,-,-,-,-,-,0,0,,0,Locked
29516283,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,202489261,MSBS,16.0212,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
29572125,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,9.0463,-,-,-,-,-,-,-9.7489,-,-,-,-,-,-,0,0,,0,Locked
29584185,111,Sp. Eq (Exclusive),★★★★★,K6-24X56,-,-,-,6,-,-,-,50%,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
29670707,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,16.3327,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
29677967,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.2,-,-,14.0859%,-,-,-,-,-,-,-,-,1,0,,0,Locked
29832558,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,9.5388,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
29888323,134,Sp. Eq (Exclusive),★★★★★,MPL M21,118755413,Micro Uzi Mod,10,36,-,-,-1,-,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
30117672,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,-,10000,10,MAX,16,Locked
30222582,158,Sp. Eq (Exclusive),★★★★★,Acceleration Coil,98461595,Type88 Mod,5,-,-,-,-,50%,-,-,-,-,-,-,-,-,30000,10,MAX,11,Locked
30238865,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.4444,-,28.7091,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
30434589,174,Sp. Eq (Exclusive),★★★★★,FRAG-12 High Explosive Rounds,-,-,8.000,12.0000,-,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,0,Locked
30502459,44,Plate (Body),★★★★★,Type 3 Armor Plate,153167864,DP-12 Mod,-,-,-3,-,-,-,-,-,11,-,-,-,-,-,10000,10,,2,Locked
30566096,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,8.5852,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
30569744,112,Sp. Eq (Exclusive),★★★★★,CT 4X20,53576338,M1918 Mod,-,30,-,-,-1,30%,-,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
30617177,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2.8399,-,-,-,-,-,-,-,-,-,-,2.3503,0,0,,0,Locked
30694014,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
30694018,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.0,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,,6,Locked
30752433,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,15.6124,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
30788376,76,Buck (Shell),★★★★★,#000 Buckshot,-,-,8.254,-,-,-,-,-,11.4580%,-,-,-,-,-,-,-,1,0,,0,Locked
30822655,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.6290,-,-,14.6454%,-,-,-,-,-,-,-,-,0,0,,0,Locked
30841913,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,5,10000,10,MAX,6,Locked
30967733,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-6,-,35,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,16,Locked
30986212,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2.4912,-,-,-,-,-,-,-,-,-,-,4.0762,10000,10,,0,Locked
31054754,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-3,-,-,-,-,-,-,-,-,-,-,5,10000,10,,2,Locked
31155085,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,8.9756,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
31180679,44,Plate (Body),★★★★★,Type 3 Armor Plate,178428027,M26-MASS,-,-,-3,-,-,-,-,-,11,-,-,-,-,-,10000,10,,5,Locked
31322230,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.5074,-,32.7152,-,-,-,-,-,-,-,-,-,-,-,10000,10,,0,Locked
31322235,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,9.7100,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
31383086,117,Sp. Eq (Exclusive),★★★★★,Glorylight,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0000%,-,1,0,MAX,0,Locked
31453405,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,180,-,-,-,-,-,-,10000,10,MAX,6,Locked
31477300,118,Sp. Eq (Exclusive),★★★★★,Black Cat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.000%,-,1,0,MAX,0,Locked
31490792,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,168.30,-,-,-,-,-,-,10000,10,,0,Locked
31501071,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,174.9075,-,-,-,-,-,-,10000,10,,0,Locked
31567979,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,10.156,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
31567986,113,Sp. Eq (Exclusive),★★★★★,M1895 Suppressor,-,-,-,4,14,-,-,20%,-,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
31595548,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,-,10000,10,MAX,14,Locked
31610374,90,Cape (Body),★★★★★,Thermoptic Camouflage Cape,-,-,-,-,-,-3.0000,-,-,25%,-,-,-,-,-,-,-,10000,10,MAX,3,Locked
31698328,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,176.2905,-,-,-,-,-,-,10000,10,,0,Locked
31858475,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.9348,-,-,12.2985%,-,-,-,-,-,-,-,-,0,0,,0,Locked
32107959,110,HV (Ammo),★★★★★,16Lab High-Velocity Ammo,47879442,Ribeyrolles Mod,20.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,10,MAX,0,Locked
32166046,95,HP (Ammo),★★★★★,16Lab Hollow-Point,174258457,F1 Mod,10.0000,-,-,-,-,-,-,-7.0000,-,-,-,-,-,-,1,0,MAX,0,Locked
32177369,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,11.1316,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
32274107,198,Sp. Eq (Exclusive),★★★★★,Wooden Grips,-,-,-,-,7.8139,-,-,16.2368%,-,-,-,-,-,-,-,-,1,0,,0,Locked
32326256,68,MG Box (Body),★★★★★,IOP Maximum Ammo Box,-,-,-,-,-2.5032,-,-,-,-,-,-,-,-,-,-,2.4284,0,0,,0,Locked
32351352,66,Supp (Silencer),★★★★★,AC4 Suppressor,-,-,-,-,6.8472,-,-,12.7935%,-,-,-,-,-,-,-,-,0,0,,0,Locked
32375954,221,Sp. Eq (Exclusive),★★★★★,Magnetic Accelerated Rounds,98461595,Type88 Mod,5,-,-,-,-,-,-,180,-,-,-,-,-,-,30000,10,MAX,16,Locked
32375985,195,Sp. Eq (Exclusive),★★★★★,.357 Jacketed Hollow Point Rounds,-,-,10,-,-,-,-,-,-,-7,-,-,-,-,-,-,1,0,MAX,16,Locked
32485203,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,48%,-,-,-,-,-,-,-,-,10000,10,MAX,8,Locked
32494943,180,Sp. Eq (Exclusive),★★★★★,Tactical Grip,-,-,-,-,17,-,-,18%,-,-,-,-,-,-,-,-,9501,6,MAX,16,Locked
32494947,220,Sp. Eq (Exclusive),★★★★★,Special Steel Buttstock,-,-,-,16,-,-,-,15.0000%,5%,-,-,-,-,-,-,-,1,0,MAX,7,Locked
32494948,219,Sp. Eq (Exclusive),★★★★★,Experimental Curved Barrel,-,-,2,-,10,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,6,Locked
32527712,8,EOT (Holographic),★★★★★,EOT 518,59440585,K11,5.7510,7.3860,-,-,-5.9976,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
32631508,4,Optical (Acc),★★★★★,VFL 6-24X56,-,-,-,-,-,-,-,40.3658%,-,-,-,-,-,-,-,-,10000,10,,0,Locked
32678261,252,Sp. Eq (Exclusive),★★★★★,Grimoire Vol. II,-,-,5,3,-,-,-,25%,-,-,-,-,-,-,-,-,51,0,MAX,12,Locked
32715372,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.0,-,32.2,-,-,-,-,-,-,-,-,-,-,-,10000,10,,2,Locked
32720876,253,Sp. Eq (Exclusive),★★★★★,Miraculous Curry Ladle,-,-,5,-,25,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,6,Locked
32720877,254,Sp. Eq (Exclusive),★★★★★,Donut of Sweet Dreams,-,-,-,-,-,-3.000,-,-,45%,-,-,-,-,-,-,-,30000,10,MAX,3,Locked
32737646,255,Sp. Eq (Exclusive),★★★★★,Paper Bag Helmet,-,-,12,-,-,-,16,-,-50.0000%,-,-,-,-,-,-,-,1,0,MAX,6,Locked
32748651,251,Sp. Eq (Exclusive),★★★★★,Demonic Bell,-,-,-,18,5,-,-,-,-,-,-,-,-,-,-,-,1,0,MAX,6,Locked
32829096,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.2044,-,22.4460,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
32995404,211,Sp. Eq (Exclusive),★★★★★,Arisaka AP Rounds,-,-,10,-,-,-,-,-,-,180,-,-,-,-,-,-,30000,10,MAX,16,Locked
32995421,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,201343155,SCAR-H,10,-,-,-,-,-,-,120,-,-,-,-,-,-,10000,10,MAX,16,Locked
32995432,157,Sp. Eq (Exclusive),★★★★★,LED Weapon Light,45768374,Gr MP5 Mod,10,15,15.0000,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
32996130,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,114.8830,-,-,-,-,-,-,0,0,,0,Locked
32996153,181,Sp. Eq (Exclusive),★★★★★,RIP380ACP,-,-,10,-,-,-,-4.0000,-,-,-7,-,-,-,-,-,-,1,0,MAX,6,Locked
32996154,196,Sp. Eq (Exclusive),★★★★★,Tactical Folding Stock,-,-,2,-,7,-,-,-,-,-,-,-,-,-,-,-,1,0,,1,Locked
33026844,169,Sp. Eq (Exclusive),★★★★★,Am RFB Quad Rail,-,-,-,-,-,-,-,19.8021%,9.7060%,-,-,-,-,-,-,-,1,0,,0,Locked
33071961,8,EOT (Holographic),★★★★★,EOT 518,-,-,4.6754,6.8724,-,-,-4.9864,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
33088668,168,Sp. Eq (Exclusive),★★★★★,Folding Stock,-,-,-,-,12.7182,-,-,12.6474%,-,-,-,-,-,-,-,-,1,0,,0,Locked
33179090,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,8.0708,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
33218225,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,9.2900,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
33268341,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,10,-,-,-,-,-,-,120,-,-,-,-,-,-,10000,10,MAX,6,Locked
33268706,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,7.6993,-,-,-,-,-,-,-9.9571,-,-,-,-,-,-,0,0,,0,Locked
33347966,266,Sp. Eq (Exclusive),★★★★★,ImpulsIIA/C,113609431,Px4 Storm Mod,-,-,25,-,-,20%,-,-,-,-,-,-,-,-,30000,10,MAX,6,Locked
33393572,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.4430,-,22.6065,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
33393573,32,HV (Ammo),★★★★★,APCR High-Velocity Ammo,-,-,9.8352,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
33442398,20,AP (Ammo),★★★★★,Mk211 High-Explosive Armor-Piercing Ammo,-,-,-,-,-,-,-,-,-,112.0560,-,-,-,-,-,-,0,0,,0,Locked
33466751,216,Sp. Eq (Exclusive),★★★★★,20-gauge Custom Slug Rounds,-,-,8,-,-,-,-,15%,-,-,-,-,-,-,-,-,1,0,MAX,6,Locked
33499869,224,RMR (Acc),★★★★★,RMR T4 Red Dot Sight,140538710,Desert Eagle,-,20,-,-,-,30%,-,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
33507981,259,Sp. Eq (Exclusive),★★★★★,Old Camouflage Uniform,-,-,-,-,-,-,-,-,25%,-,-,-,-,-,-,-,1,0,MAX,6,Locked
33572959,72,HP (Ammo),★★★★★,ILM Hollow-Point Ammo,-,-,7.2049,-,-,-,-,-,-,-8.3485,-,-,-,-,-,-,0,0,,0,Locked
33625689,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,10,-,-,-,-,-,-,120,-,-,-,-,-,-,10000,10,MAX,19,Locked
33635813,229,SLAP (Ammo),★★★★★,Mk1000 SLAP,-,-,-,-,-,-,-5.0000,-,-,500,-,-,-,-,-,-,10000,10,MAX,9,Locked
33652032,191,Sp. Eq (Exclusive),★★★★★,ACS-L,-,-,10,-,-,-,-,48%,-,-,-,-,-,-,-,-,30000,10,MAX,16,Locked
33676382,224,RMR (Acc),★★★★★,RMR T4 Red Dot Sight,-,-,-,20,-,-,-,30%,-,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
33685982,234,Processor Chip (Body),★★★★★,#2 Processor,196229216,SCAR-L,15,-,-,-,25,-,-50.0000%,-,-,-,-,-,-,-,10000,10,MAX,6,Locked
33733757,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,10,-,-,-,-,-,-,120,-,-,-,-,-,-,10000,10,MAX,16,Locked
33787413,58,X Exo (Body),★★★★★,IOP X4 Exoskeleton,-,-,-,-,11.7256,-,-,-,-,-,-,-,-,-,-,-,0,0,,0,Locked
33883843,236,Sp. Eq (Exclusive),★★★★★,Thompson's Exoskeleton,-,-,-8.0000,-,40,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,4,Locked
33891672,265,Sp. Eq (Exclusive),★★★★★,Synthetic Pistol Grip,-,-,4.4790,13.472,-,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
33931300,227,SNIP (Ammo),★★★★★,M1022 Sniper Rounds,-,-,10,-,-,-,-,-,-,120,-,-,-,-,-,-,10000,10,MAX,16,Locked
33931310,40,T Exo (Body),★★★★★,IOP T4 Exoskeleton,-,-,-7.34,-,21.2305,-,-,-,-,-,-,-,-,-,-,-,1,0,,0,Locked
33957391,225,Flare (Ammo),★★★★★,Signal Flare,201339252,Suomi Mod,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,1,0,MAX,11,Locked
33988905,197,Sp. Eq (Exclusive),★★★★★,Mk31 Multi-functional Exoskeleton,201339252,Suomi Mod,-6.0000,-,47.0000,-,-,-,-,-,-,-,-,-,-,-,30000,10,MAX,0,Locked
